Sukunimi,Nimenhaltijoita yhteensä
Vilen,529
Pekkinen,528
Sinkko,528
Vierikko,528
Kivijärvi,527
Lamminpää,527
Pölkki,527
Winter,527
Kytömäki,526
Palojärvi,526
Viik,526
Hiljanen,525
Hussein,525
Patrikainen,525
Lehmus,524
Naskali,524
Rönn,524
Sandholm,524
Vuorisalo,524
Nuotio,523
Rautakoski,523
Vettenranta,523
Hoffren,522
Terävä,522
Alander,521
Körkkö,521
Louhelainen,521
Hurri,520
Pöysti,520
Wickström,520
Hannila,519
Malkamäki,519
Olsson,519
Palmroos,519
Siirilä,519
Silvola,518
Romo,517
Soukka,517
Hagelberg,516
Niemenmaa,516
Somero,516
Iivanainen,515
Janhonen,513
Maukonen,513
Sahlberg,513
Säteri,513
Vilhunen,513
Heikkala,512
Hjelt,512
Hörkkö,512
Koukkari,512
Kuukka,512
Valkeinen,512
Örn,512
Auranen,511
Meronen,511
Perkkiö,511
Niska,510
Svahn,510
Harjunen,509
Kokkola,509
Maunu,509
Rentola,509
Rintanen,509
Savinainen,509
Havia,508
Mård,508
Savonen,508
Viitasalo,508
Grundström,507
Huikuri,507
Lohilahti,507
Ojalehto,507
Pakanen,507
Sarin,507
Jarva,506
Mänty,506
Piira,506
Pykäläinen,506
Saaranen,506
Vähäsöyrinki,506
Arminen,505
Hekkala,505
Kallonen,505
Niinikoski,505
Pajarinen,505
Pyy,505
Ranki,505
Murtonen,504
Raudaskoski,504
Wahlroos,504
Aromaa,503
Hilden,503
Puskala,503
Carlsson,501
Ikäheimonen,501
Kalliola,501
Lavonen,501
Lätti,501
Palin,501
Valve,501
Kamula,500
Savikko,499
Heikka,498
Krook,498
Kurttila,498
Kurppa,497
Matikka,497
Salakka,497
Åman,497
Österholm,497
Kotila,496
Rikkonen,496
Isopahkala,495
Peltokorpi,495
Humalajoki,494
Kontiainen,494
Lindroth,494
Hannus,493
Keisala,493
Arvonen,492
Hytti,492
Isola,492
Junno,492
Rahko,492
Saarimäki,492
Siitari,492
Juslin,491
Kyrö,491
Lehtovirta,491
Lindvall,491
Siirtola,491
Stenvall,491
Tolppanen,491
Aura,490
Paakkinen,490
Rönnqvist,490
Ihamäki,489
Lahikainen,489
Mäkäräinen,489
Kullberg,488
Grankulla,487
Orpana,487
Haglund,486
Masalin,486
Strand,486
Bruun,485
Haaparanta,485
Kouhia,485
Laurell,485
Nevanperä,485
Salenius,485
Lyyra,484
Granberg,483
Jakonen,483
Kuru,483
Pelli,483
Airola,482
Koskiniemi,482
Kylmälä,482
Silvonen,482
Viinanen,482
Forssell,481
Isokääntä,481
Mannermaa,481
Ahlberg,480
Henttinen,480
Kuismin,480
Haapsaari,479
Tukia,479
Veteläinen,479
Lundgren,478
Hilli,477
Kaksonen,477
Lehtikangas,477
Nikunen,477
Valonen,477
Venho,477
Lesonen,476
Le,475
Löfgren,475
Suikki,475
Wessman,475
Westerberg,475
Lahtonen,474
Soronen,474
Kotajärvi,473
Mujunen,473
Myllymaa,473
Uosukainen,473
Mahlamäki,472
Pirttimäki,472
Tuikka,472
Komu,471
Ranne,471
Vepsä,471
Iltanen,470
Kallionpää,470
Kerola,470
Siipola,470
Ahti,469
Koivusaari,469
Petäjäjärvi,469
Polvinen,469
Sohlman,469
Lappeteläinen,468
Marjamaa,468
Purmonen,468
Veijola,468
Arffman,467
Kokkinen,467
Oikarainen,467
Hannukainen,466
Hietalahti,466
Hätönen,466
Vesanto,466
Lundén,465
Raassina,465
Ainasoja,461
Danielsson,461
Kiiskilä,461
Miinalainen,461
Nordling,461
Taipalus,461
Lainio,460
Löytynoja,460
Pulkkanen,460
Ruokamo,460
Ahlskog,459
Sieppi,459
Susi,459
Isokoski,458
Järviö,458
Kirjonen,458
Rauma,458
Kohtala,457
Mäensivu,457
Vastamäki,457
Yrjänä,457
Tienhaara,456
Vallin,456
Haapa-aho,455
Levo,455
Pohja,455
Fors,454
Holmqvist,454
Juusela,454
Starck,454
Tepponen,454
Väkeväinen,454
Hägg,453
Jumppanen,453
Kuukasjärvi,453
Ritala,453
Turja,453
Udd,453
Lönnroth,452
Siiskonen,452
Sjöman,452
Ignatius,451
Kammonen,451
Lehtelä,450
Kahelin,449
Klasila,449
Meskanen,449
Piri,449
Sorvisto,449
Kariniemi,448
Kiviluoma,448
Ruohola,448
Saavalainen,448
Olander,447
Ruuth,447
Enlund,446
Kellokoski,446
Liski,446
Jämsén,445
Vuoti,445
Hoffrén,444
Mustalahti,444
Reini,444
Sikanen,444
Tapper,444
Winberg,444
Jukarainen,443
Kaunismäki,443
Leponiemi,443
Möller,443
Ruohomäki,443
Kotamäki,442
Lamminaho,442
Siljander,442
Hyytiä,441
Kiili,441
Kämppi,441
Slotte,441
Honkasalo,440
Temonen,440
Kivekäs,439
Luhtanen,439
Mettovaara,439
Haikarainen,438
Haikola,438
Hasu,438
Kaarlela,438
Volanen,438
Haimi,437
Ikäläinen,437
Tyynelä,437
Juhala,436
Kalenius,436
Kiukas,436
Lukka,436
Raittila,436
Tihinen,436
Liljeström,435
Miikkulainen,435
Sirola,435
Vaahtera,435
Väinölä,434
Castrén,433
Palander,433
Törnroos,433
Laulainen,432
Mäyrä,432
Vuokila,432
Hietakangas,431
Kultanen,431
Kykkänen,431
Lautala,431
Peurala,431
Relander,431
Rytilahti,431
Sahlman,431
Salokangas,431
Vilkki,431
Koskimies,430
Lakso,430
Singh,430
Vimpari,430
Heinämäki,429
Heiskari,429
Iivari,429
Kelloniemi,429
Pokela,429
Raittinen,429
Rantasalo,429
Laihonen,428
Tallberg,428
Wilén,428
Jurmu,427
Kortesalmi,427
Syri,427
Tyyskä,427
Halkola,426
Kajava,426
Kestilä,426
Löfman,426
Aitto-oja,425
Dufva,424
Sokka,424
Järvelin,423
Silén,423
Sundelin,423
Teikari,423
Mällinen,422
Rusi,422
Simolin,422
Hammar,421
Helén,421
Malila,421
Panula,421
Ratinen,421
Ritari,421
Skogberg,421
Ålander,421
Engman,420
Sinervo,420
Tanhuanpää,420
Jokisalo,419
Virkkula,419
Jokiaho,418
Jortikka,418
Kuhmonen,418
Luoma-aho,418
Pallari,418
Grahn,417
Lindman,417
Hautakoski,416
Marjakangas,416
Alakoski,415
Göös,415
Karjula,415
Ahlström,414
Kuismanen,414
Lehtisalo,414
Moberg,414
Närvänen,413
Perätalo,413
Pihlava,413
Schwartz,413
Tuominiemi,413
Astikainen,412
Björkskog,412
Flinkman,412
Haapoja,412
Lammela,412
Leppäkoski,412
Tammilehto,412
Villman,412
Jolkkonen,411
Juujärvi,411
Kittilä,411
Mutka,411
Wahlberg,411
Vilander,411
Pitkäranta,410
Sulin,410
Teräs,410
Hätinen,409
Stenfors,409
Hotakainen,408
Jämsen,408
Koivumaa,408
Kosola,408
Palmgren,408
Stenholm,408
Väkiparta,408
Kytö,407
Sivén,407
Talonen,407
Karinen,406
Söderberg,406
Jänkälä,405
Mursu,405
Toivio,405
Airas,404
Inkilä,404
Joutsen,404
Kokkoniemi,404
Orre,404
Pettinen,404
Raiskio,404
Saine,404
Sutela,404
Tallqvist,404
Hartman,403
Hägglund,403
Iivarinen,403
Luukko,403
Somppi,403
Kuivanen,402
Silfver,402
Åkerman,402
Harmaala,401
Huupponen,401
Rasimus,401
Willberg,401
Vuorenpää,401
Ravantti,400
Varila,400
Vidgren,400
Ibrahim,399
Koiranen,399
Ilkka,398
Kenttälä,398
Kumpumäki,398
Enroth,397
Holmlund,397
Kaukinen,397
Kotanen,397
Lehmonen,397
Pirttijärvi,397
Timperi,397
Vattulainen,397
Kaipiainen,395
Kivikoski,395
Pasma,395
Puurtinen,395
Halmela,394
Hintsanen,394
Liikkanen,394
Muranen,394
Äijö,394
Autere,393
Collin,393
Majaniemi,393
Mertala,393
Packalén,393
Fält,392
Kaarre,392
Kangasmäki,392
Olenius,392
Verho,392
Hirvikoski,391
Korteniemi,391
Kääriä,391
Raninen,391
Korolainen,390
Moisanen,390
Jormakka,389
Jurvelin,389
Kattilakoski,389
Luiro,389
Vähä,388
Holmi,387
Hovila,387
Korjus,387
Käppi,387
Pinola,387
Pirkola,387
Puonti,387
Sistonen,387
Glad,386
Lantta,386
Lustig,386
Saha,386
Svärd,386
Haajanen,385
Oravainen,385
Pietarila,385
Bergholm,384
Hihnala,384
Palovaara,384
Ratia,384
Sikiö,384
Koskimaa,383
Tourunen,383
Ursin,383
Dahlberg,382
Levonen,382
Smith,382
Syrjäläinen,382
Tommola,382
Vakkuri,382
Vehmanen,382
Impiö,381
Raussi,381
Saloniemi,381
Välilä,381
Kuokka,380
Laukkarinen,380
Lemmetyinen,380
Partinen,380
Pham,380
Tahkola,380
Pessi,379
Strengell,379
Brander,378
Hannikainen,378
Hattunen,378
Hietaharju,378
Kyröläinen,378
Pousi,378
Suontausta,378
Winqvist,378
Alaluusua,377
Haikara,377
Hansson,377
Kuorikoski,377
Lehtosaari,377
Patronen,377
Sarja,377
Wilenius,377
Grönstrand,376
Kylänpää,376
Limnell,376
Maja,376
Meriluoto,376
Mero,376
Risku,376
Säilä,376
Toppari,376
Vaattovaara,376
Kamunen,375
Myllyoja,375
Palenius,375
Rasmus,375
Toivainen,375
Veikkolainen,375
Vähämaa,375
Vähäsarja,375
Kehusmaa,374
Welling,374
Vienonen,374
Hernesniemi,373
Laakko,373
Rahunen,373
Rostedt,373
Sarén,373
Kousa,372
Outinen,372
Svensson,372
Uronen,372
Vasama,372
Vitikka,372
Kouvalainen,371
Kreivi,371
Kähönen,371
Pylkkönen,371
Ämmälä,371
Kilpiö,370
Urpilainen,370
Veikkola,370
Junkkari,369
Komppa,369
Merivirta,369
Mohamud,369
Pulkka,369
Sariola,369
Sorvoja,369
Vänttilä,369
Häikiö,368
Laasanen,368
Mälkiä,368
Pekkonen,368
Pohjanen,368
Tiirikainen,368
Löf,367
Pokkinen,367
Salmijärvi,367
Vilppola,367
Jaara,366
Kyyhkynen,366
Luokkala,366
Lyly,366
Olkinuora,366
Alamäki,365
Horttanainen,365
Koivuluoma,365
Liuska,365
Oksala,365
Rahikka,365
Torppa,365
Varjo,365
Fabritius,364
Grönvall,364
Purho,364
Ryyppö,364
Tiikkainen,364
Frilander,363
Kangasluoma,363
Lattu,363
Sipinen,363
Stark,363
Hast,362
Knuuti,362
Koskenkorva,362
Koskenniemi,362
Naakka,362
Ruonala,362
Tampio,362
Jama,361
Kotro,361
Lemström,361
Monto,361
Myllyaho,361
Nikkari,361
Nuora,361
Pirkkalainen,361
Aholainen,360
Kempas,360
Rousu,360
Röntynen,360
Timlin,360
Bärlund,359
Khan,359
Lääperi,359
Riutta,359
Himanka,358
Kaija,358
Kovero,358
Lallukka,358
Pihlainen,358
Rakkolainen,358
Ahvonen,357
Hartonen,357
Kunelius,357
Nummila,357
Peteri,357
Puolitaival,357
Asunmaa,356
Saukkoriipi,356
Stenbäck,356
Fellman,355
From,355
Kaukoranta,355
Kerminen,355
Mustaniemi,355
Partala,355
Partti,355
Tani,355
Aittola,354
Ketolainen,354
Riikola,354
Oranen,353
Pihl,353
Selkälä,353
Södergård,353
Vesterlund,353
Dahlgren,352
Kaisto,352
Kasanen,352
Käki,352
Pirttilä,352
Pirttimaa,351
Alakärppä,350
Pantsar,350
Pulkki,350
Sjöroos,350
Jaako,349
Lehkonen,348
Majamäki,348
Salokannel,348
Säisä,348
Vienola,348
Yletyinen,348
Hansen,347
Häkkänen,347
Jyrkinen,347
Mellin,347
Pukki,347
Sillman,347
Vääräniemi,347
Ellonen,346
Hietamies,346
Hopia,346
Huurinainen,346
Paloheimo,346
Rekonen,346
Ylijoki,346
Ahlstedt,345
Grön,345
Hauhia,345
Merinen,345
Mickelsson,345
Riihinen,345
Valjus,345
Cederberg,344
Hurmerinta,344
Kaarela,344
Pienimäki,344
Tuomivaara,344
Ahtonen,343
Harri,343
Jääskö,343
Klemets,343
Kraft,343
Tiilikka,343
Verronen,343
Alitalo,342
Hokka,342
Kemiläinen,342
Mäntymäki,342
Flinck,341
Lumijärvi,341
Paljakka,341
Perttilä,341
Rosti,341
Typpö,341
Kultalahti,340
Liikala,340
Molander,340
Mättö,340
Osman,340
Rönnholm,340
Tiikkaja,340
Tontti,340
Wahlman,340
Wasenius,340
Dahlman,339
Hahl,339
Hakanpää,339
Hermunen,339
Myllärinen,339
Niinistö,339
Puolakanaho,339
Suihko,339
Vanne,339
Åhman,339
Byman,338
Hanhisuanto,338
Himberg,338
Kälkäjä,338
Maksimainen,338
Nikki,338
Tupala,338
Argillander,337
Kaukola,337
Omar,337
Pihlström,337
Bäcklund,336
Einola,336
Elovaara,336
Majanen,336
Mauno,336
Siimes,336
Laukkonen,335
Vallenius,335
Ekberg,334
Fager,334
Fröberg,334
Hauta-aho,334
Kukkula,334
Kuntsi,334
Kuusniemi,334
Puoskari,334
Syväjärvi,334
Toppila,334
Arpiainen,333
Hakomäki,333
Levola,333
Tabell,333
Tanska,333
Linnala,332
Riski,332
Flyktman,331
Huikko,331
Kellokumpu,331
Koivukoski,331
Kuukkanen,331
Polojärvi,331
Pyrhönen,331
Rekilä,331
Saunamäki,331
Frisk,330
Luukka,330
Passi,330
Tomperi,330
Hellstén,329
Hurtig,329
Manni,329
Michelsson,329
Mäntysaari,329
Sankala,329
Andersin,328
Kuhanen,328
Leppäaho,328
Ohvo,328
Renvall,328
Sipari,328
Vataja,328
Hamari,327
Markus,327
Parkkari,327
Perttu,327
Saariniemi,327
Shemeikka,327
Ågren,327
Hoikka,326
Karell,326
Koutonen,326
Kyyrö,326
Lähdekorpi,326
Lähdemäki,326
Nordqvist,326
Persson,326
Salli,326
Talvio,326
Uuttu,326
Hiironen,325
Korkiamäki,325
Korppi,325
Liljeqvist,325
Maijanen,325
Meuronen,325
Riihijärvi,325
Sand,325
Tiitto,325
Vahala,325
Högström,324
Isomaa,324
Kalpio,324
Karila,324
Karvanen,324
Kähäri,324
Lampila,324
Moisander,324
Varjus,324
Vehniäinen,324
Granström,323
Jumisko,323
Järvisalo,323
Karhinen,323
Laulajainen,323
Paappanen,323
Tykkyläinen,323
Kaskela,322
Kettula,322
Marttala,322
Rantakangas,322
Rasila,322
Sarlin,322
Säntti,322
Ekola,321
Hiekkanen,321
Näsi,321
Ollanketo,321
Tapani,321
Tirri,321
Tulkki,321
Alhonen,320
Isojärvi,320
Kaipio,320
Polvi,320
Purola,320
Renfors,320
Talvensaari,320
Väkevä,320
Kotala,319
Kouvo,319
Lakkala,319
Lankila,319
Nurmio,319
Pippuri,319
Rouvali,319
Sakko,319
Hanka,318
Kola,318
Palomaa,318
Pekki,318
Poskiparta,318
Auer,317
Björkbacka,317
Häyhä,317
Kaukiainen,317
Komonen,317
Lanki,317
Lehtisaari,317
Haikala,316
Hämeenniemi,316
Paakkanen,316
Tattari,316
Tietäväinen,316
Åkerblom,316
Alajoki,315
Eklöf,315
Karjala,315
Kutvonen,315
Wilkman,315
Haapalahti,314
Isoviita,314
Kirves,314
Patjas,314
Soppela,314
Tarvonen,314
Viklund,314
Anttalainen,313
Elfving,313
Hyppänen,313
Laulumaa,313
Lemberg,313
Mehto,313
Myyry,313
Tenkanen,313
Tähti,313
Bragge,312
Nakari,312
Parhiala,312
Pouttu,312
Ranta-aho,312
Salakari,312
Soisalo,312
Svart,312
Härö,311
Kankkonen,311
Kohtamäki,311
Peräkylä,311
Backström,310
Huolman,310
Koppanen,310
Koskenranta,310
Kurri,310
Wahlström,310
Vihervuori,310
Hellén,309
Hyypiä,309
Nuorala,309
Putkinen,309
Seikkula,309
Stenström,309
Snickars,308
Sällinen,308
Dahlqvist,307
Hyyrynen,307
Kuusiniemi,307
Paavolainen,307
Pihkala,307
Pitkäniemi,307
Qvist,307
Rosvall,307
Schmidt,307
Tasala,307
Etelämäki,306
Karlström,306
Kenttä,306
Korkeakoski,306
Majander,306
Merisalo,306
Myyrä,306
Niittynen,306
Rikala,306
Suurnäkki,306
Viiri,306
Yrjönen,306
Inkiläinen,305
Kivikangas,305
Kuusimäki,305
Luusua,305
Silvan,305
Vilmi,305
Ahlroth,304
Aspegren,304
Hostikka,304
Huittinen,304
Kemi,304
Lunden,304
Stoor,304
Burman,303
Kankaanranta,303
Kilkki,303
Hälinen,302
Manelius,302
Paukkonen,302
Piilonen,302
Pitkämäki,302
Saharinen,302
Silvasti,302
Arkko,301
Lotvonen,301
Mertaniemi,301
Nuuttila,301
Parkkali,301
Piilola,301
Salama,301
Ylänen,301
Ahlholm,300
Barck,300
Hjelm,300
Marjeta,300
Parantainen,300
Parkko,300
Pirttikoski,300
Vilkko,300
Väärälä,300
Hautaviita,299
Mäkisalo,299
Oikkonen,299
Raitala,299
Suomala,299
Tuori,299
Färm,298
Määttälä,298
Ojansivu,298
Tervala,298
Ahtinen,297
Björklöf,297
Haaja,297
Halla-aho,297
Kauko,297
Niemi-Korpi,297
Paakkonen,297
Saarikivi,297
Takkula,297
Ylikulju,297
Anderson,296
Farah,296
Heimo,296
Johnson,296
Komi,296
Lax,296
Marjomaa,296
Müller,296
Mäkiniemi,296
Palmén,296
Tapiola,296
Toivari,296
Vihervaara,296
Avikainen,295
Huhtakangas,295
Jonsson,295
Juuso,295
Känsälä,295
Rautava,295
Ruotsala,295
Streng,295
Tuura,295
Yliniemi,295
Aula,294
Filppula,294
Kautiainen,294
Saikko,294
Riissanen,293
Taimi,293
Haka,292
Heiniö,292
Hopponen,292
Kiukkonen,292
Maaninka,292
Malmivaara,292
Puusaari,292
Rundgren,292
Säily,292
Taavila,292
Wahlsten,292
Illman,291
Jensen,291
Jylkkä,291
Kukkohovi,291
Lagerström,291
Lehvonen,291
Mustakallio,291
Nybacka,291
Vesamäki,291
Villa,291
Yliluoma,291
Hemming,290
Hermansson,290
Leppiniemi,290
Olkkola,290
Taivainen,290
Tarkka,290
Andelin,289
Hallberg,289
Huumonen,289
Jaakkonen,289
Kartano,289
Pitkonen,289
Pönni,289
Rasinkangas,289
Rauhamäki,289
Strandman,289
Suortti,289
Carlson,288
Hiukka,288
Holttinen,288
Lemettinen,288
Mukkala,288
Raudasoja,288
Ryytty,288
Siltakoski,288
Stenroth,288
Sundvall,288
Yrttiaho,288
Kaarakainen,287
Renlund,287
Storbacka,287
Särkijärvi,287
Airio,286
Furu,286
Ilmarinen,286
Kalmari,286
Köngäs,286
Lang,286
Mankki,286
Rajakangas,286
Ylikangas,286
Kiviluoto,285
Lautamäki,285
Paasikivi,285
Parttimaa,285
Pirttinen,285
Pyyhtiä,285
Savander,285
Talka,285
Toivo,285
Tuorila,285
Valle,285
Kuusjärvi,284
Nykvist,284
Närvä,284
Näätänen,284
Punkari,284
Riihiaho,284
Tolkki,284
Hietaranta,283
Papunen,283
Pimiä,283
Riipi,283
Hara,282
Korhola,282
Pitkäaho,282
Puurula,282
Sulander,282
Tervola,282
Volotinen,282
Halttu,281
Haukijärvi,281
Hosio,281
Hult,281
Juurakko,281
Kesseli,281
Muilu,281
Muukka,281
Nironen,281
Puukko,281
Ristilä,281
Siukola,281
Tulokas,281
Vahtola,281
Huttula,280
Hällfors,280
Isberg,280
Martinmäki,280
Ramstedt,280
Svensk,280
Söderblom,280
Turtinen,280
Uusikartano,280
Vartio,280
Hirviniemi,279
Jaakonsaari,279
Muuri,279
Runtti,279
Toivakka,279
Turkulainen,279
Gustavsson,278
Lamppu,278
Leppinen,278
Luukinen,278
Piirto,278
Rasilainen,278
Rosenström,278
Saira,278
Siikanen,278
Tarkkonen,278
Westerback,278
Wikberg,278
Ihanus,277
Junnola,277
Koivulahti,277
Kuiri,277
Luomanen,277
Merilä,277
Poikkimäki,277
Puhakainen,277
Saarenmaa,277
Sahlström,277
Suokko,277
Tetri,277
Tunturi,277
Vinni,277
Ahlroos,276
Granfors,276
Heikinheimo,276
Ikkala,276
Kankaala,276
Lalli,276
Lipasti,276
Lipiäinen,276
Muurimäki,276
Pajukoski,276
Rahja,276
Sokura,276
Viholainen,276
Wik,276
Kejonen,275
Latvakoski,275
Lokka,275
Natri,275
Peuhkuri,275
Sankari,275
Turkka,275
Bister,274
Engberg,274
Heinikoski,274
Hirvensalo,274
Huikari,274
Kolmonen,274
Ohtamaa,274
Qvick,274
Vilmunen,274
Aapro,273
Eilola,273
Keurulainen,273
Melander,273
Mylly,273
Pauna,273
Pitkäkangas,273
Hacklin,272
Haikka,272
Haukkala,272
Juurinen,272
Kelkka,272
Kuortti,272
Malmsten,272
Muona,272
Suopanki,272
Tulla,272
Wargh,272
Hauru,271
Hälikkä,271
Nurro,271
Parpala,271
Vuohelainen,271
Hästbacka,270
Katajainen,270
Korkeakangas,270
Korri,270
Kärkinen,270
Salonpää,270
Forstén,269
Hirn,269
Kokkarinen,269
Kupila,269
Mustakangas,269
Näsman,269
Romu,269
Ronkanen,269
Seilonen,269
Sohlberg,269
Särkiniemi,269
Varpula,269
Wikholm,269
Lakanen,268
Mentula,268
Musakka,268
Ojajärvi,268
Pyrrö,268
Rontti,268
Ulvinen,268
Wirtanen,268
Granö,267
Jokipii,267
Kuivala,267
Nikkonen,267
Salmelin,267
Wilson,267
Isohanni,266
Kaattari,266
Kaiponen,266
Lintala,266
Pannula,266
Savilaakso,266
Wester,266
Villikka,266
Ekroos,265
Kontunen,265
Pöyhtäri,265
Silvast,265
Siro,265
Tervamäki,265
Tuohino,265
Wiberg,265
Vierula,265
Kesänen,264
Loisa,264
Moisala,264
Muotka,264
Nerg,264
Niskakangas,264
Ruokola,264
Väätänen,264
Ahvenjärvi,263
Haiko,263
Hedberg,263
Härmälä,263
Kerkelä,263
Kesäläinen,263
Mykrä,263
Myntti,263
